user_id,total_actions,unique_resources,unique_computers,unique_ips,days_active,actions_per_day,after_hours_ratio,weekend_ratio,hour_entropy,read_ratio,write_ratio,delete_ratio,copy_ratio,failure_ratio,lateral_movement_ratio,avg_sensitivity,max_sensitivity,high_sensitivity_ratio,avg_file_size,max_file_size,total_data_mb,action_consistency,new_resource_rate,activity_change_ratio,after_hours_change,sensitivity_change,graph_degree,graph_centrality,graph_betweenness,graph_clustering,graph_avg_sensitivity,graph_max_sensitivity,graph_unique_resources,graph_avg_access_freq,graph_max_access_freq,anomaly_score,risk_level,is_anomaly
USER0036,200,84,20,5,30,6.666666666666667,0.0,0.0,0,0.535,0.365,0.0,0.0,0.0,0.0,1.52,2,0.0,446.4,5108,87.1875,0.5458576976296847,0.42,1.1007025761124123,0.0,-0.012237519121123475,66,0.3013698630136986,0.012803099034484615,0,1.5423520923520924,2.0,66,2.757575757575758,7,38.88631081847659,Low,0
USER0016,224,89,20,5,30,7.466666666666667,0.0,0.0,0,0.5848214285714286,0.3125,0.0,0.0,0.0,0.0,1.4866071428571428,2,0.0,357.29910714285717,5359,78.1591796875,0.4999520741658813,0.39732142857142855,0.9478021978021978,0.0,-0.09257449926722017,66,0.3013698630136986,0.0124280469863426,0,1.4896464646464647,2.0,66,3.0454545454545454,6,22.428930804755183,Low,0
USER0028,215,89,20,5,30,7.166666666666667,0.0,0.0,0,0.5906976744186047,0.2651162790697674,0.0,0.0,0.0,0.0,1.5302325581395348,2,0.0,513.7813953488372,18472,107.8740234375,0.6456075341624249,0.413953488372093,0.7382091592617909,0.0,0.06378026070763498,66,0.3013698630136986,0.012731891205192183,0,1.4926406926406925,2.0,66,2.909090909090909,7,43.499688136815294,Medium,0
USER0019,199,88,20,5,30,6.633333333333334,0.0,0.0,0,0.6482412060301508,0.23618090452261306,0.0,0.0,0.0,0.0,1.5075376884422111,2,0.0,557.8994974874372,6484,108.419921875,0.5037660059974202,0.44221105527638194,1.0193050193050193,0.0,0.04868035190615827,64,0.2922374429223744,0.011372351457047418,0,1.541294642857143,2.0,64,2.734375,7,40.46483328112792,Medium,0
USER0048,203,82,20,5,30,6.766666666666667,0.0,0.0,0,0.6059113300492611,0.28078817733990147,0.0,0.0,0.0,0.0,1.5270935960591132,2,0.0,381.7241379310345,5480,75.673828125,0.3802106363093679,0.4039408866995074,0.9699248120300753,0.0,0.06889534883720927,61,0.2785388127853881,0.010795717829067958,0,1.511631537861046,2.0,61,2.9836065573770494,7,19.28674882958656,Low,0
USER0042,193,87,20,5,30,6.433333333333334,0.0,0.0,0,0.5492227979274611,0.33678756476683935,0.0,0.0,0.0,0.0,1.5181347150259068,2,0.0,378.7150259067358,8277,71.37890625,0.4688212755728477,0.45077720207253885,0.994475138121547,0.0,-0.0840428886786504,54,0.2465753424657534,0.00834129615903904,0,1.5160493827160495,2.0,54,2.962962962962963,6,6.09969712512747,Low,0
USER0024,180,87,20,5,30,6.0,0.0,0.0,0,0.5,0.35555555555555557,0.0,0.0,0.0,0.0,1.5555555555555556,2,0.0,514.8555555555556,8324,90.501953125,0.345969072209411,0.48333333333333334,1.1359724612736661,0.0,-0.16377005347593587,48,0.2191780821917808,0.0063924676607042125,0,1.5506944444444446,2.0,48,2.9375,5,54.89604886181607,Medium,0
USER0029,203,79,20,5,30,6.766666666666667,0.0,0.0,0,0.5960591133004927,0.3103448275862069,0.0,0.0,0.0,0.0,1.5123152709359606,2,0.0,465.4679802955665,11862,92.275390625,0.4045257996500612,0.3891625615763547,0.8882309400444115,0.0,-0.015337423312883347,62,0.2831050228310502,0.01116590051691551,0,1.5045698924731183,2.0,62,3.0,10,41.03871194710337,Medium,0
USER0038,227,92,20,5,30,7.566666666666666,0.0,0.0,0,0.5903083700440529,0.3303964757709251,0.0,0.0,0.0,0.0,1.497797356828194,2,0.0,405.74449339207047,8354,89.9453125,0.4602192970845966,0.4052863436123348,0.698125404007757,0.0,-0.09642233856893534,70,0.319634703196347,0.014120787581059963,0,1.4944897959183672,2.0,70,2.9285714285714284,7,40.3152492484687,Medium,0
USER0034,184,86,20,5,30,6.133333333333334,0.0,0.0,0,0.6195652173913043,0.2717391304347826,0.0,0.0,0.0,0.0,1.5054347826086956,2,0.0,497.42934782608694,13094,89.3818359375,0.49564208816411987,0.4673913043478261,1.0776942355889725,0.0,-0.1436582549892791,58,0.2648401826484018,0.009493563814472254,0,1.4772988505747124,2.0,58,2.689655172413793,6,30.13394623315105,Low,0
USER0021,204,89,20,5,30,6.8,0.0,0.0,0,0.5490196078431373,0.37254901960784315,0.0,0.0,0.0,0.0,1.5147058823529411,2,0.0,392.0098039215686,6479,78.095703125,0.4495804185814852,0.4362745098039216,0.9104367135455217,0.0,-0.03366751458925643,57,0.2602739726027397,0.009675075392717369,0,1.5228070175438595,2.0,57,3.017543859649123,6,16.96277160629824,Low,0
USER0037,193,83,20,5,30,6.433333333333334,0.0,0.0,0,0.5854922279792746,0.29015544041450775,0.0,0.0,0.0,0.0,1.455958549222798,2,0.0,444.419689119171,18272,83.7626953125,0.5106896848148842,0.43005181347150256,1.023809523809524,0.0,0.041705426356589026,64,0.2922374429223744,0.011934734808575131,0,1.4914062499999998,2.0,64,2.71875,5,29.9701166403652,Low,0
USER0011,203,83,20,5,30,6.766666666666667,0.0,0.0,0,0.5763546798029556,0.31527093596059114,0.0,0.0,0.0,0.0,1.458128078817734,2,0.0,484.39408866995075,15944,96.02734375,0.4778121945266054,0.4088669950738916,0.8351648351648352,0.0,0.051515151515151514,59,0.2694063926940639,0.009503266030680442,0,1.4851896690879742,2.0,59,3.0338983050847457,7,6.725593153121203,Low,0
USER0010,187,87,20,5,30,6.233333333333333,0.0,0.0,0,0.5508021390374331,0.34759358288770054,0.0,0.0,0.0,0.0,1.4438502673796791,2,0.0,514.4010695187166,11209,93.9384765625,0.5476406710255967,0.46524064171123,0.6610942249240123,0.0,0.04604975993016147,54,0.2465753424657534,0.008111256305636872,0,1.448500881834215,2.0,54,2.8518518518518516,7,41.11869838010886,Medium,0
USER0046,189,89,20,5,30,6.3,0.0,0.0,0,0.6296296296296297,0.2751322751322751,0.0,0.0,0.0,0.0,1.4814814814814814,2,0.0,489.7989417989418,6200,90.40234375,0.5251599399969137,0.4708994708994709,0.8430913348946137,0.0,0.05718954248365993,61,0.2785388127853881,0.01048944766200944,0,1.4696721311475411,2.0,61,2.639344262295082,6,28.46077189819153,Low,0
USER0032,187,85,20,5,30,6.233333333333333,0.0,0.0,0,0.6149732620320856,0.2620320855614973,0.0,0.0,0.0,0.0,1.4866310160427807,2,0.0,438.27272727272725,10626,80.0361328125,0.5468774775598386,0.45454545454545453,0.9098164405426975,0.0,-0.049275874249381735,55,0.2511415525114155,0.009000982137119855,0,1.4657142857142857,2.0,55,2.8545454545454545,7,16.754136145289607,Low,0
USER0002,206,90,20,5,30,6.866666666666666,0.0,0.0,0,0.5922330097087378,0.30097087378640774,0.0,0.0,0.0,0.0,1.5,2,0.0,622.0776699029126,21033,125.14453125,0.5760218802700484,0.4368932038834951,0.8746355685131195,0.0,0.15512048192771077,62,0.2831050228310502,0.010901332772275004,0,1.4879032258064515,2.0,62,2.870967741935484,5,37.1759256254452,Low,0
USER0026,204,87,20,5,30,6.8,0.0,0.0,0,0.5343137254901961,0.3480392156862745,0.0,0.0,0.0,0.0,1.5049019607843137,2,0.0,429.0686274509804,5642,85.478515625,0.4549798346429643,0.4264705882352941,1.1059907834101381,0.0,-0.033653846153846034,64,0.2922374429223744,0.011632358318984544,0,1.5031249999999998,2.0,64,2.828125,6,18.08691716942428,Low,0
USER0033,182,80,20,5,30,6.066666666666666,0.0,0.0,0,0.6703296703296703,0.24725274725274726,0.0,0.0,0.0,0.0,1.3846153846153846,2,0.0,363.75824175824175,4437,64.65234375,0.44404904205525414,0.43956043956043955,0.8186195826645264,0.0,-0.03895071542130357,55,0.2511415525114155,0.008611008202997596,0,1.3894805194805195,2.0,55,2.8545454545454545,7,49.30135725457998,Medium,0
USER0043,193,87,20,5,30,6.433333333333334,0.0,0.0,0,0.6269430051813472,0.2538860103626943,0.0,0.0,0.0,0.0,1.5025906735751295,2,0.0,514.259067357513,11118,96.92578125,0.409457877366612,0.45077720207253885,0.994475138121547,0.0,-0.12503941974140664,56,0.2557077625570776,0.008858132466913055,0,1.5199404761904762,2.0,56,2.892857142857143,6,18.68346081559746,Low,0
USER0007,199,81,20,5,30,6.633333333333334,0.0,0.0,0,0.5728643216080402,0.3065326633165829,0.0,0.0,0.0,0.0,1.4623115577889447,2,0.0,502.1356783919598,14428,97.5830078125,0.45207762103084187,0.40703517587939697,0.8258928571428571,0.0,-0.06990323656990305,55,0.2511415525114155,0.008939601059069288,0,1.502943722943723,2.0,55,3.1454545454545455,7,19.88624764773153,Low,0
USER0040,189,90,20,5,30,6.3,0.0,0.0,0,0.6613756613756614,0.24867724867724866,0.0,0.0,0.0,0.0,1.4814814814814814,2,0.0,457.8835978835979,4804,84.51171875,0.5813506385790632,0.47619047619047616,0.8430913348946137,0.0,-0.08006535947712412,55,0.2511415525114155,0.008651024343554449,0,1.4696969696969695,2.0,55,2.8,5,41.98560900206259,Medium,0
USER0006,195,85,20,5,30,6.5,0.0,0.0,0,0.5743589743589743,0.29743589743589743,0.0,0.0,0.0,0.0,1.441025641025641,2,0.0,432.8615384615385,8637,82.4296875,0.4886680869958127,0.4358974358974359,0.9266409266409266,0.0,-0.05161290322580658,60,0.273972602739726,0.010390241195984884,0,1.4136111111111112,2.0,60,2.8333333333333335,5,6.614998569147259,Low,0
USER0001,236,94,20,5,30,7.866666666666666,0.0,0.0,0,0.5847457627118644,0.3516949152542373,0.0,0.0,0.0,0.0,1.4703389830508475,2,0.0,357.8728813559322,6222,82.478515625,0.5744159818329565,0.3983050847457627,0.8263933376040999,0.0,-0.12013495601879742,72,0.3287671232876712,0.015532679712495638,0,1.4562169312169313,2.0,72,2.9722222222222223,7,58.749272062943476,Medium,0
USER0005,195,86,20,5,30,6.5,0.0,0.0,0,0.558974358974359,0.3282051282051282,0.0,0.0,0.0,0.0,1.471794871794872,2,0.0,528.276923076923,23335,100.599609375,0.5232884766206757,0.441025641025641,1.012558869701727,0.0,0.1107711138310894,57,0.2602739726027397,0.008969533353204823,0,1.4609092174881648,2.0,57,2.912280701754386,9,42.22708683121676,Medium,0
USER0049,195,80,20,5,30,6.5,0.0,0.0,0,0.6153846153846154,0.28205128205128205,0.0,0.0,0.0,0.0,1.4564102564102563,2,0.0,485.0820512820513,7868,92.3740234375,0.5826261911744681,0.41025641025641024,0.9266409266409266,0.0,0.08629032258064506,62,0.2831050228310502,0.010876846182459814,0,1.4723118279569893,2.0,62,2.8548387096774195,6,22.832407640166487,Low,0
USER0008,210,92,20,5,30,7.0,0.0,0.0,0,0.6476190476190476,0.29523809523809524,0.0,0.0,0.0,0.0,1.4952380952380953,2,0.0,473.64761904761906,6792,97.134765625,0.5614831789520139,0.4380952380952381,0.9620991253644315,0.0,-0.05147864184008766,62,0.2831050228310502,0.010945591870383629,0,1.4698924731182794,2.0,62,2.903225806451613,6,11.283972978730034,Low,0
USER0041,204,89,20,5,30,6.8,0.0,0.0,0,0.5637254901960784,0.3382352941176471,0.0,0.0,0.0,0.0,1.5049019607843137,2,0.0,368.7156862745098,6634,73.455078125,0.46668648392325957,0.4362745098039216,1.1059907834101381,0.0,-0.0608974358974359,61,0.2785388127853881,0.010564668983308075,0,1.4986338797814207,2.0,61,2.8852459016393444,6,6.11364813140284,Low,0
USER0035,212,86,20,5,30,7.066666666666666,0.0,0.0,0,0.6084905660377359,0.3113207547169811,0.0,0.0,0.0,0.0,1.4528301886792452,2,0.0,517.5424528301887,17806,107.1474609375,0.4871198638978809,0.4056603773584906,1.032967032967033,0.0,0.07427466150870421,67,0.3059360730593607,0.013141714785460449,0,1.4331911869225304,2.0,67,2.8805970149253732,7,27.407565013501934,Low,0
USER0031,203,89,20,5,30,6.766666666666667,0.0,0.0,0,0.5369458128078818,0.33004926108374383,0.0,0.0,0.0,0.0,1.5714285714285714,2,0.0,514.4137931034483,13347,101.978515625,0.565295700187201,0.43842364532019706,0.9977324263038548,0.0,0.05388793596340746,64,0.2922374429223744,0.011558994752805267,0,1.5818452380952381,2.0,64,2.78125,7,25.043565509182837,Low,0
USER0044,215,87,20,5,30,7.166666666666667,0.0,0.0,0,0.5627906976744186,0.3116279069767442,0.0,0.0,0.0,0.0,1.455813953488372,2,0.0,443.06511627906974,17041,93.0263671875,0.46155520819917073,0.4046511627906977,1.1266568483063328,0.0,0.14789574366331903,65,0.2968036529680365,0.012133298349219003,0,1.449010989010989,2.0,65,2.9692307692307693,7,41.07354276004236,Medium,0
USER0014,210,88,20,5,30,7.0,0.0,0.0,0,0.5904761904761905,0.29523809523809524,0.0,0.0,0.0,0.0,1.4952380952380953,2,0.0,411.1857142857143,7815,84.3251953125,0.5829025908897857,0.41904761904761906,0.8571428571428571,0.0,0.03676470588235281,65,0.2968036529680365,0.011911658011859167,0,1.5089010989010987,2.0,65,2.876923076923077,7,10.386314066295089,Low,0
USER0003,171,83,20,5,29,5.896551724137931,0.0,0.0,0,0.6023391812865497,0.2807017543859649,0.0,0.0,0.0,0.0,1.5614035087719298,2,0.0,415.67836257309943,5949,69.4150390625,0.47199803268355145,0.4853801169590643,0.9036144578313253,0.0,0.012605042016806678,48,0.2191780821917808,0.006666598287178719,0,1.5951388888888889,2.0,48,2.8333333333333335,5,56.90188536036588,Medium,0
USER0030,199,127,48,30,29,6.862068965517241,0.542713567839196,0.2814070351758794,0,0.3869346733668342,0.37185929648241206,0.18090452261306533,0.06030150753768844,0.21105527638190955,0.23618090452261306,3.542713567839196,5,0.5879396984924623,4710.86432160804,140330,915.490234375,0.3091827517343307,0.6381909547738693,1.1666666666666667,-0.016054421768707416,0.17346938775510212,50,0.228310502283105,0.1065497197854258,0,3.556666666666666,5.0,50,2.44,4,88.37250506114131,High,1
USER0045,185,116,50,30,29,6.379310344827586,0.5837837837837838,0.2756756756756757,0,0.43783783783783786,0.31351351351351353,0.1891891891891892,0.05945945945945946,0.1837837837837838,0.1783783783783784,3.6216216216216215,5,0.6,3744.6054054054052,160438,676.515625,0.3990747224725173,0.6270270270270271,1.0714285714285714,-0.033409760890926954,0.06878480183426117,49,0.2237442922374429,0.1253929360965251,0,3.6445578231292513,4.5,49,2.4081632653061225,4,86.03007093771208,High,1
USER0039,210,130,49,30,29,7.241379310344827,0.5380952380952381,0.24761904761904763,0,0.3904761904761905,0.3238095238095238,0.20476190476190476,0.08095238095238096,0.20952380952380953,0.17142857142857143,3.6666666666666665,5,0.638095238095238,5569.0142857142855,423744,1142.0830078125,0.301879293176388,0.6190476190476191,1.2146676852559204,-0.18976084605215715,-0.23554861194567955,54,0.2465753424657534,0.14248516700611605,0,3.723765432098765,5.0,54,2.4814814814814814,5,99.95366213796783,High,1
USER0017,184,117,48,30,29,6.344827586206897,0.4945652173913043,0.28804347826086957,0,0.3532608695652174,0.32608695652173914,0.1956521739130435,0.125,0.22282608695652173,0.22826086956521738,3.5597826086956523,5,0.592391304347826,3116.733695652174,276199,560.0380859375,0.3457324937890077,0.6358695652173914,0.8667736757624398,0.04129129129129128,0.09834834834834849,46,0.2100456621004566,0.1200991725412336,0,3.4757246376811595,5.0,46,2.4565217391304346,5,86.00323863696451,High,1
USER0012,196,88,20,5,29,6.758620689655173,0.0,0.0,0,0.6632653061224489,0.27040816326530615,0.0,0.0,0.0,0.0,1.4948979591836735,2,0.0,432.3469387755102,16514,82.75390625,0.49492842243350876,0.4489795918367347,0.8390022675736961,0.0,0.08958014618391985,59,0.2694063926940639,0.010027049299980665,0,1.4661016949152543,2.0,59,2.830508474576271,5,44.738988441720906,Medium,0
USER0009,204,88,20,5,29,7.0344827586206895,0.0,0.0,0,0.5784313725490197,0.3431372549019608,0.0,0.0,0.0,0.0,1.4950980392156863,2,0.0,316.94607843137254,4133,63.1416015625,0.47357158791845216,0.43137254901960786,0.8049311094996374,0.0,-0.1095646544748341,62,0.2831050228310502,0.011005532646332899,0,1.514516129032258,2.0,62,2.870967741935484,6,35.561348964475066,Low,0
USER0013,176,114,49,30,29,6.068965517241379,0.5340909090909091,0.2556818181818182,0,0.3409090909090909,0.3125,0.2556818181818182,0.09090909090909091,0.2159090909090909,0.17613636363636365,3.5681818181818183,5,0.6136363636363636,3056.8579545454545,128850,525.3974609375,0.37605069371797745,0.6477272727272727,0.7591836734693879,0.05650723025583981,-0.06318131256952153,44,0.2009132420091324,0.10900642038634283,0,3.658333333333333,5.0,44,2.409090909090909,5,88.22064502398757,High,1
