timestamp,user_id,source_computer,destination_computer,resource_id,action,ip_address,auth_type,success,is_failure,file_size_kb,resource_sensitivity,is_after_hours,is_weekend,is_lateral_movement,is_anomalous_user
2025-09-11 10:17:56.388837,USER0010,COMP0012,COMP0015,FILE_00001,execute,10.13.150.31,Kerberos,Success,0,37,2,0,0,0,0
2025-09-11 10:20:58.283699,USER0004,COMP0006,COMP0002,FILE_00006,write,192.168.15.65,Kerberos,Success,0,49,1,0,0,0,0
2025-09-11 10:22:56.492189,USER0020,COMP0013,COMP0008,FILE_00056,read,192.168.140.208,Kerberos,Success,0,391,2,0,0,0,0
2025-09-11 10:25:55.835642,USER0046,COMP0009,COMP0005,FILE_00052,read,192.168.15.65,Kerberos,Success,0,259,2,0,0,0,0
2025-09-11 10:26:58.471809,USER0025,COMP0001,COMP0009,FILE_00034,write,10.13.150.31,Kerberos,Success,0,31,2,0,0,0,0
2025-09-11 10:27:56.762504,USER0024,COMP0001,COMP0015,FILE_00064,read,192.168.44.131,Kerberos,Success,0,132,1,0,0,0,0
2025-09-11 10:29:56.208400,USER0042,COMP0018,COMP0001,FILE_00089,write,192.168.140.208,Kerberos,Success,0,3190,2,0,0,0,0
2025-09-11 10:31:56.643710,USER0020,COMP0017,COMP0012,FILE_00033,read,10.52.122.63,Kerberos,Success,0,1137,2,0,0,0,0
2025-09-11 10:32:56.690138,USER0020,COMP0006,COMP0012,FILE_00057,read,10.52.122.63,Kerberos,Success,0,323,1,0,0,0,0
2025-09-11 10:33:54.541699,USER0032,COMP0013,COMP0013,FILE_00015,read,10.13.150.31,Kerberos,Success,0,8,2,0,0,0,0
2025-09-11 10:33:56.976263,USER0022,COMP0015,COMP0006,FILE_00026,read,192.168.44.131,Kerberos,Success,0,27,2,0,0,0,0
2025-09-11 10:34:54.572520,USER0002,COMP0014,COMP0000,FILE_00006,read,10.13.150.31,Kerberos,Success,0,7,1,0,0,0,0
2025-09-11 10:35:54.948879,USER0016,COMP0015,COMP0018,FILE_00096,read,10.52.122.63,Kerberos,Success,0,56,2,0,0,0,0
2025-09-11 10:44:57.910674,USER0048,COMP0016,COMP0005,FILE_00099,execute,192.168.140.208,Kerberos,Success,0,91,1,0,0,0,0
2025-09-11 10:47:54.814441,USER0000,COMP0015,COMP0018,FILE_00064,read,192.168.44.131,Kerberos,Success,0,26,1,0,0,0,0
2025-09-11 10:50:58.672319,USER0036,COMP0015,COMP0010,FILE_00022,read,10.52.122.63,Kerberos,Success,0,243,2,0,0,0,0
2025-09-11 10:51:55.595256,USER0027,COMP0008,COMP0004,FILE_00037,execute,10.13.150.31,Kerberos,Success,0,923,2,0,0,0,0
2025-09-11 10:56:54.975350,USER0000,COMP0019,COMP0001,FILE_00095,read,192.168.15.65,Kerberos,Success,0,25,2,0,0,0,0
2025-09-11 11:00:55.170357,USER0026,COMP0000,COMP0007,FILE_00080,read,10.52.122.63,Kerberos,Success,0,580,1,0,0,0,0
2025-09-11 11:03:56.616323,USER0038,COMP0001,COMP0008,FILE_00081,read,192.168.140.208,Kerberos,Success,0,82,2,0,0,0,0
2025-09-11 11:09:58.014466,USER0025,COMP0003,COMP0017,FILE_00085,write,10.52.122.63,Kerberos,Success,0,1110,2,0,0,0,0
2025-09-11 11:16:55.058565,USER0038,COMP0002,COMP0014,FILE_00046,read,192.168.140.208,Kerberos,Success,0,143,2,0,0,0,0
2025-09-11 11:17:58.244062,USER0029,COMP0009,COMP0007,FILE_00012,read,192.168.44.131,Kerberos,Success,0,125,1,0,0,0,0
2025-09-11 11:18:58.371730,USER0033,COMP0012,COMP0013,FILE_00075,read,10.52.122.63,Kerberos,Success,0,90,1,0,0,0,0
2025-09-11 11:19:55.807164,USER0026,COMP0011,COMP0017,FILE_00002,write,192.168.44.131,Kerberos,Success,0,13,2,0,0,0,0
2025-09-11 11:20:56.861816,USER0004,COMP0006,COMP0001,FILE_00027,read,10.52.122.63,Kerberos,Success,0,722,1,0,0,0,0
2025-09-11 11:23:54.529842,USER0025,COMP0013,COMP0018,FILE_00006,write,192.168.44.131,Kerberos,Success,0,164,1,0,0,0,0
2025-09-11 11:28:57.670310,USER0018,COMP0012,COMP0004,FILE_00045,read,192.168.44.131,Kerberos,Success,0,35,1,0,0,0,0
2025-09-11 11:41:56.525837,USER0043,COMP0014,COMP0008,FILE_00092,write,10.13.150.31,Kerberos,Success,0,12,1,0,0,0,0
2025-09-11 11:42:57.533861,USER0037,COMP0004,COMP0015,FILE_00026,read,192.168.140.208,Kerberos,Success,0,1862,1,0,0,0,0
2025-09-11 11:43:55.263055,USER0026,COMP0018,COMP0012,FILE_00083,write,192.168.140.208,Kerberos,Success,0,477,2,0,0,0,0
2025-09-11 11:44:56.638272,USER0048,COMP0010,COMP0007,FILE_00003,read,10.52.122.63,Kerberos,Success,0,61,2,0,0,0,0
2025-09-11 11:50:57.496637,USER0027,COMP0018,COMP0014,FILE_00094,write,192.168.15.65,Kerberos,Success,0,219,1,0,0,0,0
2025-09-11 11:57:56.305573,USER0033,COMP0012,COMP0012,FILE_00044,read,10.13.150.31,Kerberos,Success,0,125,1,0,0,0,0
2025-09-11 12:01:57.482770,USER0038,COMP0017,COMP0003,FILE_00069,write,192.168.15.65,NTLM,Success,0,40,1,0,0,0,0
2025-09-11 12:02:55.282656,USER0028,COMP0018,COMP0007,FILE_00001,read,192.168.44.131,Kerberos,Success,0,611,1,0,0,0,0
2025-09-11 12:16:56.083070,USER0002,COMP0012,COMP0014,FILE_00004,write,192.168.44.131,Kerberos,Success,0,466,2,0,0,0,0
2025-09-11 12:16:58.147624,USER0027,COMP0017,COMP0014,FILE_00086,read,192.168.44.131,Kerberos,Success,0,46,1,0,0,0,0
2025-09-11 12:18:57.940538,USER0007,COMP0005,COMP0013,FILE_00048,read,192.168.15.65,Kerberos,Success,0,399,1,0,0,0,0
2025-09-11 12:36:57.503665,USER0038,COMP0008,COMP0014,FILE_00044,write,10.52.122.63,Kerberos,Success,0,267,1,0,0,0,0
2025-09-11 12:37:57.847922,USER0004,COMP0009,COMP0012,FILE_00077,read,192.168.15.65,Kerberos,Success,0,23,1,0,0,0,0
2025-09-11 12:38:58.289498,USER0027,COMP0015,COMP0017,FILE_00060,read,192.168.140.208,Kerberos,Success,0,5640,1,0,0,0,0
2025-09-11 12:39:57.702394,USER0029,COMP0014,COMP0006,FILE_00041,write,192.168.140.208,Kerberos,Success,0,81,1,0,0,0,0
2025-09-11 12:43:56.405447,USER0040,COMP0006,COMP0019,FILE_00074,read,192.168.15.65,Kerberos,Success,0,1611,1,0,0,0,0
2025-09-11 12:44:58.307475,USER0038,COMP0006,COMP0006,FILE_00020,write,10.52.122.63,NTLM,Success,0,245,1,0,0,0,0
2025-09-11 12:46:56.993315,USER0019,COMP0016,COMP0008,FILE_00065,read,192.168.140.208,NTLM,Success,0,1919,1,0,0,0,0
2025-09-11 12:52:56.838680,USER0006,COMP0004,COMP0012,FILE_00048,read,192.168.44.131,Kerberos,Success,0,48,1,0,0,0,0
2025-09-11 13:02:58.609069,USER0042,COMP0003,COMP0016,FILE_00083,execute,192.168.140.208,Kerberos,Success,0,2419,2,0,0,0,0
2025-09-11 13:08:58.300567,USER0001,COMP0010,COMP0019,FILE_00038,write,192.168.44.131,Kerberos,Success,0,58,1,0,0,0,0
2025-09-11 13:16:56.804226,USER0028,COMP0017,COMP0007,FILE_00045,read,192.168.140.208,Kerberos,Success,0,789,1,0,0,0,0
2025-09-11 13:22:54.810864,USER0042,COMP0006,COMP0009,FILE_00035,read,10.52.122.63,Kerberos,Success,0,309,1,0,0,0,0
2025-09-11 13:22:58.358775,USER0010,COMP0002,COMP0016,FILE_00012,execute,192.168.15.65,Kerberos,Success,0,197,2,0,0,0,0
2025-09-11 13:33:57.689571,USER0005,COMP0000,COMP0005,FILE_00009,read,10.52.122.63,Kerberos,Success,0,33,2,0,0,0,0
2025-09-11 13:41:57.610069,USER0020,COMP0000,COMP0016,FILE_00050,read,10.13.150.31,Kerberos,Success,0,79,1,0,0,0,0
2025-09-11 13:55:55.372746,USER0038,COMP0008,COMP0005,FILE_00081,read,192.168.44.131,Kerberos,Success,0,4,1,0,0,0,0
2025-09-11 14:05:55.261595,USER0024,COMP0007,COMP0015,FILE_00082,write,192.168.44.131,Kerberos,Success,0,15,2,0,0,0,0
2025-09-11 14:11:55.928101,USER0048,COMP0003,COMP0002,FILE_00008,read,192.168.140.208,NTLM,Success,0,1404,2,0,0,0,0
2025-09-11 14:14:55.063879,USER0024,COMP0013,COMP0005,FILE_00077,write,192.168.15.65,Kerberos,Success,0,51,2,0,0,0,0
2025-09-11 14:17:57.655512,USER0048,COMP0019,COMP0000,FILE_00058,read,10.13.150.31,Kerberos,Success,0,68,1,0,0,0,0
2025-09-11 14:21:55.051993,USER0049,COMP0006,COMP0013,FILE_00046,execute,10.13.150.31,Kerberos,Success,0,8,2,0,0,0,0
2025-09-11 14:21:56.230061,USER0002,COMP0003,COMP0004,FILE_00018,read,10.13.150.31,Kerberos,Success,0,37,1,0,0,0,0
2025-09-11 14:21:56.957035,USER0021,COMP0001,COMP0012,FILE_00071,read,10.52.122.63,Kerberos,Success,0,129,2,0,0,0,0
2025-09-11 14:22:56.139656,USER0008,COMP0014,COMP0018,FILE_00072,write,192.168.140.208,Kerberos,Success,0,1723,2,0,0,0,0
2025-09-11 14:24:56.724594,USER0018,COMP0016,COMP0010,FILE_00067,read,192.168.15.65,NTLM,Success,0,74,2,0,0,0,0
2025-09-11 14:26:56.538615,USER0038,COMP0008,COMP0005,FILE_00028,write,10.52.122.63,Kerberos,Success,0,8354,2,0,0,0,0
2025-09-11 14:31:56.508106,USER0041,COMP0000,COMP0002,FILE_00005,read,192.168.15.65,Kerberos,Success,0,48,2,0,0,0,0
2025-09-11 14:38:54.635103,USER0035,COMP0004,COMP0006,FILE_00067,read,192.168.140.208,Kerberos,Success,0,1059,1,0,0,0,0
2025-09-11 14:38:56.447286,USER0037,COMP0012,COMP0006,FILE_00050,write,10.13.150.31,Kerberos,Success,0,862,1,0,0,0,0
2025-09-11 14:43:57.161394,USER0040,COMP0001,COMP0009,FILE_00053,write,10.52.122.63,Kerberos,Success,0,16,1,0,0,0,0
2025-09-11 14:46:58.186374,USER0021,COMP0010,COMP0005,FILE_00040,read,192.168.44.131,Kerberos,Success,0,67,1,0,0,0,0
2025-09-11 14:52:55.993499,USER0035,COMP0018,COMP0011,FILE_00029,write,10.52.122.63,Kerberos,Success,0,1,2,0,0,0,0
2025-09-11 14:56:58.022750,USER0031,COMP0008,COMP0006,FILE_00006,read,10.52.122.63,Kerberos,Success,0,77,1,0,0,0,0
2025-09-11 14:59:54.643927,USER0041,COMP0012,COMP0014,FILE_00030,read,192.168.44.131,Kerberos,Success,0,43,2,0,0,0,0
2025-09-11 15:02:55.799102,USER0033,COMP0019,COMP0015,FILE_00045,read,10.52.122.63,Kerberos,Success,0,194,1,0,0,0,0
2025-09-11 15:04:55.504342,USER0044,COMP0000,COMP0018,FILE_00086,read,10.13.150.31,Kerberos,Success,0,211,2,0,0,0,0
2025-09-11 15:05:57.858777,USER0016,COMP0000,COMP0014,FILE_00038,read,10.13.150.31,Kerberos,Success,0,31,1,0,0,0,0
2025-09-11 15:07:57.786437,USER0028,COMP0008,COMP0010,FILE_00042,execute,192.168.15.65,Kerberos,Success,0,178,2,0,0,0,0
2025-09-11 15:09:56.595701,USER0032,COMP0015,COMP0004,FILE_00013,read,192.168.44.131,Kerberos,Success,0,59,2,0,0,0,0
2025-09-11 15:11:57.040089,USER0025,COMP0018,COMP0011,FILE_00095,read,192.168.15.65,NTLM,Success,0,135,1,0,0,0,0
2025-09-11 15:15:58.283944,USER0036,COMP0019,COMP0018,FILE_00009,write,192.168.44.131,Kerberos,Success,0,21,2,0,0,0,0
2025-09-11 15:20:55.165534,USER0014,COMP0008,COMP0013,FILE_00044,read,192.168.44.131,Kerberos,Success,0,22,1,0,0,0,0
2025-09-11 15:20:56.438650,USER0035,COMP0004,COMP0005,FILE_00072,write,192.168.44.131,Kerberos,Success,0,53,1,0,0,0,0
2025-09-11 15:23:56.974139,USER0019,COMP0015,COMP0005,FILE_00080,read,192.168.15.65,Kerberos,Success,0,511,1,0,0,0,0
2025-09-11 15:27:55.206784,USER0048,COMP0007,COMP0000,FILE_00089,execute,192.168.140.208,Kerberos,Success,0,227,2,0,0,0,0
2025-09-11 15:28:57.093189,USER0015,COMP0014,COMP0006,FILE_00032,read,10.13.150.31,Kerberos,Success,0,1,2,0,0,0,0
2025-09-11 15:31:58.652284,USER0032,COMP0003,COMP0002,FILE_00016,read,10.13.150.31,Kerberos,Success,0,57,2,0,0,0,0
2025-09-11 15:35:58.497196,USER0047,COMP0002,COMP0000,FILE_00088,read,192.168.15.65,NTLM,Success,0,201,1,0,0,0,0
2025-09-11 15:36:57.281850,USER0043,COMP0019,COMP0015,FILE_00043,read,10.52.122.63,Kerberos,Success,0,17,2,0,0,0,0
2025-09-11 15:37:57.735826,USER0033,COMP0011,COMP0015,FILE_00067,read,192.168.140.208,Kerberos,Success,0,87,1,0,0,0,0
2025-09-11 15:37:58.134794,USER0047,COMP0012,COMP0007,FILE_00048,read,192.168.140.208,Kerberos,Success,0,9,2,0,0,0,0
2025-09-11 15:40:58.676348,USER0025,COMP0011,COMP0002,FILE_00018,read,192.168.140.208,Kerberos,Success,0,49,2,0,0,0,0
2025-09-11 15:44:56.516306,USER0042,COMP0006,COMP0019,FILE_00014,write,192.168.15.65,Kerberos,Success,0,277,1,0,0,0,0
2025-09-11 15:45:57.028171,USER0041,COMP0014,COMP0019,FILE_00063,read,192.168.44.131,Kerberos,Success,0,128,1,0,0,0,0
2025-09-11 15:49:54.599846,USER0035,COMP0002,COMP0006,FILE_00026,read,10.13.150.31,Kerberos,Success,0,104,2,0,0,0,0
2025-09-11 15:49:56.807649,USER0048,COMP0012,COMP0001,FILE_00085,read,10.13.150.31,Kerberos,Success,0,117,2,0,0,0,0
2025-09-11 15:52:58.288235,USER0040,COMP0006,COMP0009,FILE_00001,read,192.168.44.131,Kerberos,Success,0,1702,1,0,0,0,0
2025-09-11 15:53:57.053298,USER0038,COMP0008,COMP0010,FILE_00000,execute,192.168.44.131,Kerberos,Success,0,92,1,0,0,0,0
2025-09-11 15:54:54.711931,USER0037,COMP0003,COMP0016,FILE_00042,read,10.13.150.31,Kerberos,Success,0,747,2,0,0,0,0
2025-09-11 15:57:58.542683,USER0044,COMP0010,COMP0019,FILE_00078,read,192.168.44.131,Kerberos,Success,0,57,2,0,0,0,0
2025-09-11 16:08:56.343363,USER0026,COMP0004,COMP0012,FILE_00038,read,10.13.150.31,Kerberos,Success,0,448,2,0,0,0,0
2025-09-11 16:13:55.637004,USER0020,COMP0010,COMP0006,FILE_00075,read,10.52.122.63,Kerberos,Success,0,105,1,0,0,0,0
2025-09-11 16:21:58.114352,USER0042,COMP0019,COMP0009,FILE_00054,read,192.168.140.208,Kerberos,Success,0,52,1,0,0,0,0
2025-09-11 16:21:58.381669,USER0046,COMP0014,COMP0010,FILE_00020,read,10.52.122.63,Kerberos,Success,0,31,2,0,0,0,0
2025-09-11 16:22:57.129206,USER0024,COMP0014,COMP0009,FILE_00040,read,10.52.122.63,Kerberos,Success,0,165,1,0,0,0,0
2025-09-11 16:23:58.067615,USER0041,COMP0010,COMP0003,FILE_00002,read,192.168.140.208,Kerberos,Success,0,130,1,0,0,0,0
2025-09-11 16:26:58.758795,USER0028,COMP0013,COMP0019,FILE_00043,read,192.168.44.131,Kerberos,Success,0,43,1,0,0,0,0
2025-09-11 16:28:57.839234,USER0043,COMP0015,COMP0015,FILE_00076,execute,192.168.15.65,Kerberos,Success,0,13,1,0,0,0,0
2025-09-11 16:50:57.809894,USER0006,COMP0012,COMP0017,FILE_00057,read,192.168.140.208,Kerberos,Success,0,286,1,0,0,0,0
2025-09-11 16:51:57.210920,USER0008,COMP0010,COMP0003,FILE_00095,read,10.52.122.63,Kerberos,Success,0,92,2,0,0,0,0
2025-09-11 17:01:58.242834,USER0026,COMP0017,COMP0019,FILE_00053,write,192.168.44.131,Kerberos,Success,0,352,2,0,0,0,0
2025-09-11 17:10:55.753343,USER0040,COMP0003,COMP0019,FILE_00015,read,10.13.150.31,NTLM,Success,0,9,2,0,0,0,0
2025-09-11 17:24:54.807182,USER0034,COMP0002,COMP0018,FILE_00001,write,192.168.15.65,Kerberos,Success,0,222,2,0,0,0,0
2025-09-11 17:41:58.053875,USER0028,COMP0010,COMP0017,FILE_00078,write,192.168.44.131,Kerberos,Success,0,57,1,0,0,0,0
2025-09-11 17:43:58.569477,USER0007,COMP0002,COMP0006,FILE_00067,read,192.168.140.208,Kerberos,Success,0,184,1,0,0,0,0
2025-09-11 17:45:55.683273,USER0003,COMP0002,COMP0000,FILE_00057,write,10.13.150.31,Kerberos,Success,0,374,2,0,0,0,0
2025-09-12 00:46:57.230297,USER0030,COMP0006,COMP0014,FILE_00069,copy,172.24.118.244,NTLM,Failure,1,66,3,1,0,0,1
2025-09-12 01:08:58.638812,USER0045,COMP0028,COMP0031,FILE_00083,write,192.168.28.163,Kerberos,Failure,1,399,3,1,0,0,1
2025-09-12 03:10:58.155579,USER0039,COMP0014,COMP0006,FILE_00060,write,172.22.192.95,Kerberos,Success,0,267,5,1,0,0,1
2025-09-12 08:00:56.205167,USER0025,COMP0008,COMP0006,FILE_00002,read,10.52.122.63,Kerberos,Success,0,15,2,0,0,0,0
2025-09-12 08:00:56.222898,USER0025,COMP0004,COMP0001,FILE_00092,read,10.13.150.31,Kerberos,Success,0,4,2,0,0,0,0
2025-09-12 08:02:54.687348,USER0028,COMP0013,COMP0007,FILE_00058,write,192.168.15.65,Kerberos,Success,0,569,1,0,0,0,0
2025-09-12 08:02:58.535590,USER0015,COMP0014,COMP0017,FILE_00090,write,192.168.44.131,Kerberos,Success,0,518,2,0,0,0,0
2025-09-12 08:03:57.042948,USER0033,COMP0006,COMP0006,FILE_00064,write,10.52.122.63,Kerberos,Success,0,178,1,0,0,0,0
2025-09-12 08:04:55.640626,USER0003,COMP0003,COMP0000,FILE_00063,write,10.52.122.63,Kerberos,Success,0,132,2,0,0,0,0
2025-09-12 08:07:56.893214,USER0011,COMP0014,COMP0016,FILE_00012,write,192.168.15.65,Kerberos,Success,0,53,1,0,0,0,0
2025-09-12 08:12:55.166110,USER0002,COMP0008,COMP0000,FILE_00056,execute,10.52.122.63,Kerberos,Success,0,9,1,0,0,0,0
2025-09-12 08:15:57.627239,USER0016,COMP0010,COMP0008,FILE_00010,read,192.168.140.208,Kerberos,Success,0,83,1,0,0,0,0
2025-09-12 08:20:57.068786,USER0000,COMP0003,COMP0008,FILE_00031,read,10.13.150.31,Kerberos,Success,0,944,2,0,0,0,0
2025-09-12 08:20:57.987142,USER0042,COMP0018,COMP0004,FILE_00063,execute,192.168.140.208,Kerberos,Success,0,83,2,0,0,0,0
2025-09-12 08:25:58.045839,USER0008,COMP0019,COMP0015,FILE_00082,read,192.168.44.131,Kerberos,Success,0,410,2,0,0,0,0
2025-09-12 08:28:58.589854,USER0007,COMP0000,COMP0012,FILE_00053,write,192.168.140.208,Kerberos,Success,0,238,1,0,0,0,0
2025-09-12 08:29:57.285897,USER0017,COMP0004,COMP0005,FILE_00015,delete,192.168.140.208,Basic,Success,0,71,4,0,0,1,1
2025-09-12 08:30:56.988918,USER0005,COMP0006,COMP0016,FILE_00084,write,192.168.140.208,Kerberos,Success,0,74,2,0,0,0,0
2025-09-12 08:31:55.737613,USER0003,COMP0018,COMP0014,FILE_00050,read,10.13.150.31,Kerberos,Success,0,147,1,0,0,0,0
2025-09-12 08:31:57.835131,USER0012,COMP0017,COMP0006,FILE_00055,read,10.52.122.63,Kerberos,Success,0,29,2,0,0,0,0
2025-09-12 08:31:58.364587,USER0041,COMP0007,COMP0015,FILE_00076,write,192.168.140.208,Kerberos,Success,0,324,2,0,0,0,0
2025-09-12 08:33:56.638782,USER0039,COMP0037,COMP0028,FILE_00180,read,10.81.190.221,Kerberos,Success,0,285,5,0,0,0,1
2025-09-12 08:37:55.781459,USER0004,COMP0012,COMP0019,FILE_00069,write,192.168.140.208,Kerberos,Success,0,4,2,0,0,0,0
2025-09-12 08:38:56.145282,USER0020,COMP0010,COMP0018,FILE_00074,read,10.13.150.31,Kerberos,Success,0,284,2,0,0,0,0
2025-09-12 08:40:57.166236,USER0004,COMP0003,COMP0019,FILE_00038,read,10.13.150.31,Kerberos,Success,0,15,2,0,0,0,0
2025-09-12 08:43:54.987412,USER0006,COMP0019,COMP0014,FILE_00035,read,192.168.44.131,Kerberos,Success,0,16,2,0,0,0,0
2025-09-12 08:44:54.975938,USER0021,COMP0013,COMP0002,FILE_00066,execute,192.168.44.131,Kerberos,Success,0,3,1,0,0,0,0
2025-09-12 08:50:55.312172,USER0022,COMP0005,COMP0011,FILE_00087,read,10.52.122.63,Kerberos,Success,0,230,2,0,0,0,0
2025-09-12 08:51:58.016471,USER0021,COMP0007,COMP0013,FILE_00023,write,192.168.44.131,Kerberos,Success,0,45,2,0,0,0,0
2025-09-12 08:54:55.949671,USER0042,COMP0010,COMP0007,FILE_00034,read,10.52.122.63,Kerberos,Success,0,155,2,0,0,0,0
2025-09-12 08:56:56.274580,USER0038,COMP0017,COMP0014,FILE_00059,write,10.52.122.63,Kerberos,Success,0,79,2,0,0,0,0
2025-09-12 09:00:58.607092,USER0011,COMP0003,COMP0004,FILE_00098,execute,192.168.140.208,Kerberos,Success,0,59,1,0,0,0,0
2025-09-12 09:01:55.265311,USER0011,COMP0019,COMP0014,FILE_00097,write,10.52.122.63,Kerberos,Success,0,21,2,0,0,0,0
2025-09-12 09:01:57.805234,USER0038,COMP0012,COMP0004,FILE_00026,read,192.168.15.65,Kerberos,Success,0,794,2,0,0,0,0
2025-09-12 09:01:58.283220,USER0008,COMP0016,COMP0005,FILE_00007,read,192.168.44.131,NTLM,Success,0,548,2,0,0,0,0
2025-09-12 09:03:55.226640,USER0024,COMP0011,COMP0015,FILE_00056,read,10.13.150.31,Kerberos,Success,0,160,2,0,0,0,0
2025-09-12 09:03:56.821074,USER0047,COMP0014,COMP0010,FILE_00020,read,10.52.122.63,Kerberos,Success,0,103,2,0,0,0,0
2025-09-12 09:04:56.103462,USER0001,COMP0017,COMP0005,FILE_00091,read,192.168.15.65,Kerberos,Success,0,67,1,0,0,0,0
2025-09-12 09:04:57.926820,USER0049,COMP0013,COMP0017,FILE_00034,read,10.52.122.63,NTLM,Success,0,176,1,0,0,0,0
2025-09-12 09:05:55.269840,USER0010,COMP0015,COMP0014,FILE_00083,write,192.168.15.65,Kerberos,Success,0,35,2,0,0,0,0
2025-09-12 09:06:56.469029,USER0004,COMP0015,COMP0018,FILE_00048,read,192.168.15.65,Kerberos,Success,0,110,2,0,0,0,0
2025-09-12 09:06:56.868634,USER0006,COMP0012,COMP0019,FILE_00062,write,192.168.140.208,NTLM,Success,0,107,2,0,0,0,0
2025-09-12 09:06:57.840284,USER0040,COMP0017,COMP0011,FILE_00027,read,10.13.150.31,Kerberos,Success,0,141,2,0,0,0,0
2025-09-12 09:06:58.061461,USER0042,COMP0014,COMP0013,FILE_00093,read,10.13.150.31,NTLM,Success,0,455,2,0,0,0,0
2025-09-12 09:08:55.706823,USER0008,COMP0015,COMP0012,FILE_00077,read,192.168.140.208,Kerberos,Success,0,350,1,0,0,0,0
